tm,ZP,CMD,XJ,ML,SP,GC,MT,DX,LY,MTG,HNC,HJ,LCK,LS,OBS
2026/5/16 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.2603
2026/5/16 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.2038
2026/5/16 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.3446
2026/5/16 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.6745
2026/5/17 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.1853
2026/5/17 1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.8693
2026/5/17 2:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.7192
2026/5/17 3:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.7279
2026/5/17 4:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.8887
2026/5/17 5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.1952
2026/5/17 6:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.6414
2026/5/17 7:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.2214
2026/5/17 8:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.9296
2026/5/17 9:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.7607
2026/5/17 10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.7097
2026/5/17 11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.77154
2026/5/17 12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.94173
2026/5/17 13:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.21578
2026/5/17 14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.58945
2026/5/17 15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.05868
2026/5/17 16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.61958
2026/5/17 17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.26843
2026/5/17 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.00168
2026/5/17 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.81594
2026/5/17 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.70793
2026/5/17 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.67455
2026/5/17 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.71282
2026/5/17 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.81988
2026/5/18 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.993
2026/5/18 1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.22956
2026/5/18 2:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.52706
2026/5/18 3:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.88309
2026/5/18 4:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.29535
2026/5/18 5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.76164
2026/5/18 6:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.27985
2026/5/18 7:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.84796
2026/5/18 8:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.46403
2026/5/18 9:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.1262
2026/5/18 10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.83269
2026/5/18 11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.58179
2026/5/18 12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.37186
2026/5/18 13:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.20135
2026/5/18 14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.06873
2026/5/18 15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.97256
2026/5/18 16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.91147
2026/5/18 17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.88413
2026/5/18 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.88925
2026/5/18 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.92562
2026/5/18 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.99207
2026/5/18 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.08747
2026/5/18 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.21073
2026/5/18 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.36083
2026/5/19 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.53677
2026/5/19 1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.73759
2026/5/19 2:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.96238
2026/5/19 3:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.21025
2026/5/19 4:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.48036
2026/5/19 5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.7719
2026/5/19 6:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.08409
2026/5/19 7:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.41618
2026/5/19 8:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.76746
2026/5/19 9:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.13722
2026/5/19 10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.52482
2026/5/19 11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.9296
2026/5/19 12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.35096
2026/5/19 13:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.78832
2026/5/19 14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.24109
2026/5/19 15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.70875
2026/5/19 16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.19077
2026/5/19 17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.68664
2026/5/19 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.19589
2026/5/19 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.71805
2026/5/19 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.25267
2026/5/19 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.79933
2026/5/19 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.35761
2026/5/19 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.92712
2026/5/20 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.50747
2026/5/20 1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.09831
2026/5/20 2:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.69927
2026/5/20 3:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.31002
2026/5/20 4:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.93022
2026/5/20 5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.55958
2026/5/20 6:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.19778
2026/5/20 7:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.84453
2026/5/20 8:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.49956
2026/5/20 9:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.16259
2026/5/20 10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.83337
2026/5/20 11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.51164
2026/5/20 12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.19717
2026/5/20 13:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.88973
2026/5/20 14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.58909
2026/5/20 15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.29503
2026/5/20 16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.00736
2026/5/20 17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.72587
2026/5/20 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.45037
2026/5/20 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.18068
2026/5/20 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.91662
2026/5/20 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.65802
2026/5/20 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.40471
2026/5/20 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.15653
2026/5/21 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.91334
2026/5/21 1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.67498
2026/5/21 2:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.44131
2026/5/21 3:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.21219
2026/5/21 4:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9875
2026/5/21 5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7671
2026/5/21 6:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.55087
2026/5/21 7:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3387
2026/5/21 8:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.13046
2026/5/21 9:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.92606
2026/5/21 10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.72537
2026/5/21 11:00,0,0,0,2.443978,1.527487,0,0,0,0,0,0,0,0.458246,0,15.5283
2026/5/21 12:00,0,0,0,1.350509,0,0,0.337627,0,0,0,8.440678,0,0.337627,0,15.33476
2026/5/21 13:00,0,0,0,3.222224,2.282409,0,0,0,0,2.416668,0,0,0,0,15.14464
2026/5/21 14:00,0,0,0.618976,0.337623,0,0.388764,0.928464,0.337623,0.422029,0,0,0,0.422029,0,14.95784
2026/5/21 15:00,0,0,0,0.122222,0.470755,0,0.9,2.511449,0,1.887819,1.936153,2.515933,0,0,14.7743
2026/5/21 16:00,0,0,0,0,0,0,0,2.274733,0,0,0,0,0,0,14.59391
2026/5/21 17:00,0,0,0,0,0,0,0,0,0,0,1.348897,0,0,0,14.41659
2026/5/21 18:00,0,0,0,0,0,0,0,0,3.36114,0,0,0,0,0,14.24227
2026/5/21 19:00,0,0,0,0,0,0,0,0.768887,0,0,0,0,0,3.305559,14.07086
2026/5/21 20:00,0,0,0,0.288889,0,0.1,0,0,0,0,0,0,0.033333,0,13.90229
2026/5/21 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7365
2026/5/21 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,13.5734
2026/5/21 23:00,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,14.74756
2026/5/22 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.00946
2026/5/22 1:00,0,0,0,0,0,0,0,0,0,0,0,0,0.466667,0,28.00747
2026/5/22 2:00,0.083333,0.077778,0,0,0.073333,0,0.133333,0,0,0,0,0,0,0,30.68302
2026/5/22 3:00,0,0,0,0,0,0,0,0.122122,0,0,0,0,0,0,39.10524
2026/5/22 4:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.22067
2026/5/22 5:00,0,0,0.225987,0.150658,0.150658,1.104826,0.828619,0.150658,0,0.602632,0,0,0,0,37.26465
2026/5/22 6:00,0,0,0,1.144461,0,1.144461,0,0,4.577842,3.089857,0,0,1.144461,1.144461,39.38666
2026/5/22 7:00,3.40332,0,21.8561,0.340332,0,0,0,0,0,4.424316,1.361328,0.340332,0,0,38.30307
2026/5/22 8:00,0,0,0,0,0,0,0,0,5.04,27.7532,0,0,0,0,37.26882
2026/5/22 9:00,8.166775,0,0,0,0,0,0,1.007112,0,0,0,0,0,0,36.28117
2026/5/22 10:00,0,0,0,0,0,0,0,0,0,7.2,0,0,0,0,35.3375
2026/5/22 11:00,0,0,0,0,0,0,0,0,0,0,4.000002,0,1.2,0,34.43539
2026/5/22 12:00,0,0,0,1.2,2.672741,0,0,0,0,0,0,0,0,0,33.57253
2026/5/22 13:00,0,0,2.16,0,0,0,0,0,0,0,0,0,0,0,32.74676
2026/5/22 14:00,0,9.077954,0,3.350745,3.782481,0,3.782481,1.449951,1.092717,1.134744,0,0.504331,1.38691,1.134744,31.95607
2026/5/22 15:00,0,0,0,0,8.88,0,0,0,0,0,0,0,0,0,31.19854
2026/5/22 16:00,0,0,0,0,0.942285,0,0.942285,0,0,0,0,0,0,0,30.47238
2026/5/22 17:00,0.273607,0,3.486385,0.177778,0.633333,0.986111,0.166667,1.2,0,0.706433,1.733333,0.7,0.9,0,31.19577
2026/5/22 18:00,0,0,0,0,0,0,0,0,0,0,0,0,1.449964,0,39.60712
2026/5/22 19:00,0,0,2.057471,0,1.73599,0,0,1.543103,2.668281,0,0,5.400859,0,0,85.83531
2026/5/22 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,5.972893,124.3658
2026/5/22 21:00,0,0.675693,0,0.734816,0,0,0.422308,0.126692,0,0,0,0,0,0,130.9774
2026/5/22 22:00,0,0.216667,0,0.283333,0,0,0,0,0,0,0,0,0,0,132.7128
2026/5/22 23:00,0,0,0,0.116667,0.566667,0.1,0,0,0.033333,0,0,0,0,0,132.6062
2026/5/23 0:00,0,0,0.113796,0,0,0,0,0,0,0,0,0,0,0,133.0865
2026/5/23 1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.3254
2026/5/23 2:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.3391
2026/5/23 3:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.5017
2026/5/23 4:00,0,0,0,0,0,0.183333,0,0.113333,0.666667,0,0.625233,0.044445,0.1,0,170.2852
2026/5/23 5:00,0,0,0,0.15,0,0,0,0,0,0.183333,0.5,0,0,0,177.9992
2026/5/23 6:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.0155
2026/5/23 7:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.9016
2026/5/23 8:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.4501
2026/5/23 9:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.3664
2026/5/23 10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.347
2026/5/23 11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.5709
2026/5/23 12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.0274
2026/5/23 13:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.7064
2026/5/23 14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.5981
2026/5/23 15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.6934
2026/5/23 16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.4962
2026/5/23 17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.9536
2026/5/23 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.5905
2026/5/23 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.3992
2026/5/23 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.3723
2026/5/23 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.5027
2026/5/23 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.7839
2026/5/23 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.2094
2026/5/24 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.773
2026/5/24 1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.4689
2026/5/24 2:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.29166
2026/5/24 3:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.23583
2026/5/24 4:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.29637
2026/5/24 5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.46842
2026/5/24 6:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.74734
2026/5/24 7:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.12871
2026/5/24 8:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.60827
2026/5/24 9:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.182
2026/5/24 10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.846
2026/5/24 11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.59659
2026/5/24 12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.43021
2026/5/24 13:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.34349
2026/5/24 14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.33318
2026/5/24 15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.39618
2026/5/24 16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.52953
2026/5/24 17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.73039
2026/5/24 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.99604
2026/5/24 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.32388
2026/5/24 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.71143
2026/5/24 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.15629
2026/5/24 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.65619
2026/5/24 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.20894
2026/5/25 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.81245
2026/5/25 1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.46471
2026/5/25 2:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.1638
2026/5/25 3:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.90788
2026/5/25 4:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.69519
2026/5/25 5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.52403
2026/5/25 6:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.39279
2026/5/25 7:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.29991
2026/5/25 8:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.24391
2026/5/25 9:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.22335
2026/5/25 10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.23688
2026/5/25 11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.28317
2026/5/25 12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.36097
2026/5/25 13:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.46907
2026/5/25 14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.60631
2026/5/25 15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.77159
2026/5/25 16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.96384
2026/5/25 17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.18204
2026/5/25 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.42521
2026/5/25 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.6924
2026/5/25 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.98271
2026/5/25 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.29528
2026/5/25 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.62928
2026/5/25 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.98391
2026/5/26 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.35839
2026/5/26 1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.752
2026/5/26 2:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.16403
2026/5/26 3:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.5938
2026/5/26 4:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.04066
2026/5/26 5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.50398
2026/5/26 6:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.98316
2026/5/26 7:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.47763
2026/5/26 8:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.98683
2026/5/26 9:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.51023
2026/5/26 10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.04732
2026/5/26 11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5976
2026/5/26 12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.16061
2026/5/26 13:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.73589
2026/5/26 14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.323
2026/5/26 15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.92152
2026/5/26 16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.53106
2026/5/26 17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.15122
2026/5/26 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.78163
2026/5/26 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.42194
2026/5/26 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0718
2026/5/26 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.73088
2026/5/26 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.39886
2026/5/26 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.07544
2026/5/27 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.76032
2026/5/27 1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.45322
2026/5/27 2:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.15387
2026/5/27 3:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.862
2026/5/27 4:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.57737
2026/5/27 5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.29972
2026/5/27 6:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.02884
2026/5/27 7:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.76449
2026/5/27 8:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.50646
2026/5/27 9:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.25455
2026/5/27 10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.00854
2026/5/27 11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.76825
2026/5/27 12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5335
2026/5/27 13:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3041
2026/5/27 14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.07989
2026/5/27 15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8607
2026/5/27 16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.64636
2026/5/27 17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.43674
2026/5/27 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.23167
2026/5/27 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.03102
2026/5/27 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.83465
2026/5/27 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.64243
2026/5/27 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.45423
2026/5/27 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.26994
2026/5/28 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.08942
2026/5/28 1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.91257
2026/5/28 2:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.73928
2026/5/28 3:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.56944
2026/5/28 4:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.40295
2026/5/28 5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.23972
2026/5/28 6:00,5.800002,5.4,0,0,0,0,0,1.2,0,0,0,0,0,0,12.07965
2026/5/28 7:00,1.036222,0.810957,0.991171,1.982339,1.081277,0.720852,0.540638,0.901063,0,0.901063,1.081277,2.162553,0.810957,0.946117,11.92264
2026/5/28 8:00,0,1.144987,0,0,0,16.54723,0,0,0,0.981419,1.472128,0,0.981419,0,11.76861
2026/5/28 9:00,0,1.2,0,0,0,0,0,0,0,8.137933,0,0,0,0,11.61748
2026/5/28 10:00,0,0,3.799998,0,0,0,0,0,0,0,3,15.6,0,0,11.46916
2026/5/28 11:00,0,0,0,0,0,0,0,10.8,0,0,0,0,0,0,11.32357
2026/5/28 12:00,8.007948,1.293592,0,2.125187,1.293592,0,1.57079,0.215599,0,0.508197,0.338798,0.600596,0.161699,1.201192,11.18064
2026/5/28 13:00,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0403
2026/5/28 14:00,0,0,0,0,1.649257,0,0,0,0,0,0,0,0,0,10.90247
2026/5/28 15:00,0.069421,0,0.020826,0,0.083305,0.208262,0,0.416524,0,0.083305,0.291567,0,0.083305,0,10.76708
2026/5/28 16:00,0,0,0.438889,1.5,0,0.255556,0.4,0.366667,0,0.20638,0.133333,0.233333,0.15,0.173333,10.63407
2026/5/28 17:00,0,0.058946,0.147365,0,0,0,0,0,0,0,0.545249,0,0,0,10.50338
2026/5/28 18:00,0.074687,0.232359,0.746869,0,0,0,0.647286,1.231551,0.099583,0,0,0,0,0,14.11431
2026/5/28 19:00,0,0,0,0,0,1.300002,0,0,0,0,0,0,0,0,24.95665
2026/5/28 20:00,0,0.649539,3.460481,4.371132,0,0,2.185566,0,0,1.775772,0,0,0,0,49.3496
2026/5/28 21:00,0.700002,0,0,0,0,0,0,0,0,0,0,0,0,0,55.99696
2026/5/28 22:00,0,3.377236,1.87624,0,0,4.274911,0,1.412577,0,0,0,0,0,1.125745,84.34279
2026/5/28 23:00,0,3.355444,0,0,0,0.066667,0,0.066667,0,0,0,0,0,0,87.70714
2026/5/29 0:00,0,0,0,0,0,0,0,2.098105,0,0,0,0,0,0,109.306
2026/5/29 1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.4342
2026/5/29 2:00,0.677778,0.8,0.533333,0,1.266667,0,0,0,0,0,0,0,0,0,102.4585
2026/5/29 3:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.87213
2026/5/29 4:00,0.599998,0.699998,0,1.199996,0,0,0,0.506248,0,0,0,0,0,0,99.48075
2026/5/29 5:00,0,0,1.155213,1.386256,0,0.924171,0.924171,0.462085,1.223212,0,0,0,0,0,96.02883
2026/5/29 6:00,7.235378,0,0,39.51629,0,0,0,0,0,0,0,0,7.235378,0,94.54242
2026/5/29 7:00,0,0,0,1.475067,0,0,0.395107,0,0.342426,0,0,1.158981,0,0,91.52564
2026/5/29 8:00,0,0,2.620021,0,0,0,0,0,0,0,0,0,0,0,107.4266
2026/5/29 9:00,0,0,0,0,0,0,0,0,3.199998,0,0,0,0,0,103.7065
