tm,BSD,BS,DQG,DW,HY,HX,MW,MZ,ZYG,OBS
2026/2/21 18:00,0,0,0,0,0,0,0,0,0,6.521440121
2026/2/21 19:00,0,0,0,0,0,0,0,0,0,6.442462909
2026/2/21 20:00,0,0,0,0,0,0,0,0,0,6.364584658
2026/2/21 21:00,0.241626718,0,0,0,0.05,0,0.083333333,0.133333333,0.033333333,6.287784076
2026/2/21 22:00,0,1.044544221,0,0,1.597538221,0,0,0,0,6.212040557
2026/2/21 23:00,0.247809326,0.185856995,0,0.309761657,0,0.185856995,0,0,0.185856995,6.137334145
2026/2/22 0:00,0.068755535,0.17287106,0.117866632,0.153534059,0.078577755,0,0.130434067,0,0.17287106,6.063645511
2026/2/22 1:00,0.066593901,0.088791868,0,0,0,0.199781704,0,0,0,5.990955916
2026/2/22 2:00,0.15,0.160976734,0.1,0.1,0.166666667,0.2,0.116365291,0,0,5.919247189
2026/2/22 3:00,0,0,0,0,0,0,0,0.166666667,0,5.848501702
2026/2/22 4:00,0,0,0,0,0,0,0,0,0,5.778702341
2026/2/22 5:00,0,0,0,0,0,0,0,0,0,5.709832488
2026/2/22 6:00,0,0,0,0,0,0,0,0,0,5.641875998
2026/2/22 7:00,0.033333333,0,0,0,0,0,0,0,0,5.574817176
2026/2/22 8:00,0,0,0,0,0.19200002,0,0,0,0,5.508640759
2026/2/22 9:00,0,0,0,0,0,0,0,0.213939462,0,5.519670921
2026/2/22 10:00,0.65962875,0,0,0,0,0,0,0,0,6.194331654
2026/2/22 11:00,0.042139591,0,0,0.098325712,0.056186121,0.042139591,0.070232652,0,0,6.565479771
2026/2/22 12:00,0.185384552,0,0,0,0,0.381362506,0,0,0.35752735,6.881070824
2026/2/22 13:00,0,0,0,0,0,0,0,3.028012453,0,6.93137138
2026/2/22 14:00,0,0,0,4.399999998,0,0,0,0,0,7.334718349
2026/2/22 15:00,7.92,0,0,0,0,0,19.2,0,0,7.282176216
2026/2/22 16:00,0,0,0,0,7.8,0,0,0,0,7.156173307
2026/2/22 17:00,0,1.92,0,0,0,0,0,0,0,7.039967542
2026/2/22 18:00,0,0,0,0,1.546256487,0,0,1.77819496,0,6.932618857
2026/2/22 19:00,0,1.562597052,0,0,0,0,0,0,0,6.838763597
2026/2/22 20:00,0,0,0,0,0.072999092,0.279167278,0,0.189797639,0.145998183,6.82062289
2026/2/22 21:00,0.033333333,0.1,0,0.183333333,0.033333333,0,0.033333333,0,0.033333333,6.814054736
2026/2/22 22:00,0,0,0,0,0,0,0.1,0,0,7.009900472
2026/2/22 23:00,0,0,0,0,0,0,0,0,0,7.048773344
2026/2/23 0:00,0,0,0,0,0,0,0,0,0,7.394403409
2026/2/23 1:00,0,0,0,0,0,0,0,0,0,9.154578203
2026/2/23 2:00,0,0,0,0,0,0,0,0,0,12.79250897
2026/2/23 3:00,0,0,0,0,0,0,0,0,0,60.88652631
2026/2/23 4:00,0,0,0,0,0,0,0,0,0,74.09232236
2026/2/23 5:00,0,0,0,0,0,0,0,0,0,74.24447246
2026/2/23 6:00,0,0,0,0,0,0,0,0,0,76.67758391
2026/2/23 7:00,0,0,0,0,0,0,0,0,0,75.79628
2026/2/23 8:00,0,0,0,0,0,0,0,0,0,73.42991331
2026/2/23 9:00,0,0,0,0,0,0,0,0,0,70.72494768
2026/2/23 10:00,0,0,0,0,0,0,0,0,0,67.70054731
2026/2/23 11:00,0,0,0,0,0,0,0,0,0,64.73297482
2026/2/23 12:00,0,0,0,0,0,0,0,0,0,61.9234685
2026/2/23 13:00,0,0,0,0,0,0,0,0,0,59.26305371
2026/2/23 14:00,0,0,0,0,0,0,0,0,0,56.74327956
2026/2/23 15:00,0,0,0,0,0,0,0,0,0,54.35618776
2026/2/23 16:00,0,0,0,0,0,0,0,0,0,52.0942834
2026/2/23 17:00,0,0,0,0,0,0,0,0,0,49.95050743
2026/2/23 18:00,0,0,0,0,0,0,0,0,0,47.9182109
2026/2/23 19:00,0,0,0,0,0,0,0,0,0,45.99113062
2026/2/23 20:00,0,0,0,0,0,0,0,0,0,44.16336639
2026/2/23 21:00,0,0,0,0,0,0,0,0,0,42.42935953
2026/2/23 22:00,0,0,0,0,0,0,0,0,0,40.78387273
2026/2/23 23:00,0,0,0,0,0,0,0,0,0,39.22197113
2026/2/24 0:00,0,0,0,0,0,0,0,0,0,37.73900446
2026/2/24 1:00,0,0,0,0,0,0,0,0,0,36.33059031
2026/2/24 2:00,0,0,0,0,0,0,0,0,0,34.99259839
2026/2/24 3:00,0,0,0,0,0,0,0,0,0,33.72113572
2026/2/24 4:00,0,0,0,0,0,0,0,0,0,32.51253273
2026/2/24 5:00,0,0,0,0,0,0,0,0,0,31.3633301
2026/2/24 6:00,0,0,0,0,0,0,0,0,0,30.27026653
2026/2/24 7:00,0,0,0,0,0,0,0,0,0,29.23026713
2026/2/24 8:00,0,0,0,0,0,0,0,0,0,28.24043248
2026/2/24 9:00,0,0,0,0,0,0,0,0,0,27.29802849
2026/2/24 10:00,0,0,0,0,0,0,0,0,0,26.40047666
2026/2/24 11:00,0,0,0,0,0,0,0,0,0,25.54534508
2026/2/24 12:00,0,0,0,0,0,0,0,0,0,24.73033988
2026/2/24 13:00,0,0,0,0,0,0,0,0,0,23.95329722
2026/2/24 14:00,0,0,0,0,0,0,0,0,0,23.21217572
2026/2/24 15:00,0,0,0,0,0,0,0,0,0,22.5050494
2026/2/24 16:00,0,0,0,0,0,0,0,0,0,21.83010094
2026/2/24 17:00,0,0,0,0,0,0,0,0,0,21.18561543
2026/2/24 18:00,0,0,0,0,0,0,0,0,0,20.56997445
2026/2/24 19:00,0,0,0,0,0,0,0,0,0,19.98165049
2026/2/24 20:00,0,0,0,0,0,0,0,0,0,19.41920171
2026/2/24 21:00,0,0,0,0,0,0,0,0,0,18.881267
2026/2/24 22:00,0,0,0,0,0,0,0,0,0,18.36656137
2026/2/24 23:00,0,0,0,0,0,0,0,0,0,17.87387151
2026/2/25 0:00,0,0,0,0,0,0,0,0,0,17.40205173
2026/2/25 1:00,0,0,0,0,0,0,0,0,0,16.95002008
2026/2/25 2:00,0,0,0,0,0,0,0,0,0,16.51675466
2026/2/25 3:00,0,0,0,0,0,0,0,0,0,16.10129023
2026/2/25 4:00,0,0,0,0,0,0,0,0,0,15.70271495
2026/2/25 5:00,0,0,0,0,0,0,0,0,0,15.32016734
2026/2/25 6:00,0,0,0,0,0,0,0,0,0,14.95283342
2026/2/25 7:00,0,0,0,0,0,0,0,0,0,14.59994396
2026/2/25 8:00,0,0,0,0,0,0,0,0,0,14.26077201
2026/2/25 9:00,0,0,0,0,0,0,0,0,0,13.93463044
2026/2/25 10:00,0,0,0,0,0,0,0,0,0,13.62086971
2026/2/25 11:00,0,0,0,0,0,0,0,0,0,13.31887573
2026/2/25 12:00,0,0,0,0,0,0,0,0,0,13.02806785
2026/2/25 13:00,0,0,0,0,0,0,0,0,0,12.747897
2026/2/25 14:00,0,0,0,0,0,0,0,0,0,12.47784387
2026/2/25 15:00,0,0,0,0,0,0,0,0,0,12.21741726
2026/2/25 16:00,0,0,0,0,0,0,0,0,0,11.96615249
2026/2/25 17:00,0,0,0,0,0,0,0,0,0,11.7236099
2026/2/25 18:00,0,0,0,0,0,0,0,0,0,11.48937347
2026/2/25 19:00,0,0,0,0,0,0,0,0,0,11.26304946
2026/2/25 20:00,0,0,0,0,0,0,0,0,0,11.04426522
2026/2/25 21:00,0,0,0,0,0,0,0,0,0,10.83266794
2026/2/25 22:00,0,0,0,0,0,0,0,0,0,10.62792358
2026/2/25 23:00,0,0,0,0,0,0,0,0,0,10.42971586
2026/2/26 0:00,0,0,0,0,0,0,0,0,0,10.23774519
2026/2/26 1:00,0,0,0,0,0,0,0,0,0,10.05172781
2026/2/26 2:00,0,0,0,0,0,0,0,0,0,9.871394886
2026/2/26 3:00,0,0,0,0,0,0,0,0,0,9.696491684
2026/2/26 4:00,0,0,0,0,0,0,0,0,0,9.526776791
2026/2/26 5:00,0,0,0,0,0,0,0,0,0,9.362021384
2026/2/26 6:00,0,0,0,0,0,0,0,0,0,9.202008528
2026/2/26 7:00,0,0,0,0,0,0,0,0,0,9.04653253
2026/2/26 8:00,0,0,0,0,0,0,0,0,0,8.895398315
2026/2/26 9:00,0,0,0,0,0,0,0,0,0,8.748420844
2026/2/26 10:00,0,0,0,0,0,0,0,0,0,8.605424568
2026/2/26 11:00,0,0,0,0,0,0,0,0,0,8.466242904
2026/2/26 12:00,0,0,0,0,0,0,0,0,0,8.33071775
2026/2/26 13:00,0,0,0,0,0,0,0,0,0,8.198699019
2026/2/26 14:00,0,0,0,0,0,0,0,0,0,8.070044205
2026/2/26 15:00,0,0,0,0,0,0,0,0,0,7.944617972
2026/2/26 16:00,0,0,0,0,0,0,0,0,0,7.822291761
2026/2/26 17:00,0,0,0,0,0,0,0,0,0,7.70294343
2026/2/26 18:00,0,0,0,0,0,0,0,0,0,7.586456902
2026/2/26 19:00,0,0,0,0,0,0,0,0,0,7.472721839
2026/2/26 20:00,0,0,0,0,0,0,0,0,0,7.361633336
2026/2/26 21:00,0,0,0,0,0,0,0,0,0,7.253091626
2026/2/26 22:00,0,0,0,0,0,0,0,0,0,7.147001806
2026/2/26 23:00,0,0,0,0,0,0,0,0,0,7.043273577
2026/2/27 0:00,0,0,0,0,0,0,0,0,0,6.941820998
2026/2/27 1:00,0,0,0,0,0,0,0,0,0,6.842562255
2026/2/27 2:00,0,0,0,0,0,0,0,0,0,6.74541944
2026/2/27 3:00,0,0,0,0,0,0,0,0,0,6.650318345
2026/2/27 4:00,0,0,0,0,0,0,0,0,0,6.557188266
2026/2/27 5:00,0,0,0,0,0,0,0,0,0,6.465961817
2026/2/27 6:00,0,0,0,0,0,0,0,0,0,6.376574759
2026/2/27 7:00,0,0,0,0,0,0,0,0,0,6.28896583
2026/2/27 8:00,0,0,0,0,0,0,0,0,0,6.203076592
2026/2/27 9:00,0,0,0,0,0,0,0,0,0,6.118851282
2026/2/27 10:00,0,0,0,0,0,0,0,0,0,6.036236676
2026/2/27 11:00,0,0,0,0,0,0,0,0,0,5.95518195
2026/2/27 12:00,0,0,0,0,0,0,0,0,0,5.875638564
2026/2/27 13:00,0,0,0,0,0,0,0,0,0,5.797560136
2026/2/27 14:00,0,0,0,0,0,0,0,0,0,5.720902338
2026/2/27 15:00,0,0,0,0,0,0,0,0,0,5.645622785
2026/2/27 16:00,0,0,0,0,0,0,0,0,0,5.571680939
2026/2/27 17:00,0,0,0,0,0,0,0,0,0,5.499038011
2026/2/27 18:00,0,0,0,0,0,0,0,0,0,5.427656877
2026/2/27 19:00,0,0,0,0,0,0,0,0,0,5.357501988
2026/2/27 20:00,0,0,0,0,0,0,0,0,0,5.288539295
2026/2/27 21:00,0,0,0,0,0,0,0,0,0,5.22073617
2026/2/27 22:00,0,0,0,0,0,0,0,0,0,5.154061336
2026/2/27 23:00,0,0,0,0,0,0,0,0,0,5.088484801
2026/2/28 0:00,0,0,0,0,0,0,0,0,0,5.02397779
2026/2/28 1:00,0,0,0,0,0,0,0,0,0,4.960512688
2026/2/28 2:00,0,0,0,0,0,0,0,0,0,4.898062982
2026/2/28 3:00,0,0.503663426,0.503663426,0.839439042,0.503663426,0.503663426,0.755495138,0.503663426,0.503663426,4.836603204
2026/2/28 4:00,0,0,0,0,0,0,2.599999998,0,1.5,4.776108885
2026/2/28 5:00,2.074959201,0,0,0,2.883279484,0,2.211505922,0,0,4.7165565
2026/2/28 6:00,0,2.848928098,0,0,0,0,0,2.108660836,0,4.657923427
2026/2/28 7:00,0,0,0,0.033333333,0.466666667,0,0,1.266666667,0.216666667,4.6001879
2026/2/28 8:00,0,0,0,0.075604167,0,0,0,0,0.201611113,4.543328969
2026/2/28 9:00,0,0.100667058,0.188750734,0,0,0.075500294,0.11325044,0.226500881,0.251667645,4.487326462
2026/2/28 10:00,0,0,0,1.033155745,0,0,0,0,0,4.432160946
2026/2/28 11:00,0,0,0,0,0,0.199561603,0,0,0.199561603,4.377813693
2026/2/28 12:00,1.018687672,0,0,0,0,0,0,0.933333333,0,4.324266644
2026/2/28 13:00,0.333333333,0,0.266666667,0,0,0,0,0,0.3,4.271502383
2026/2/28 14:00,0,0.790296405,0,0,2.015255833,0,0,0,0,4.219504101
2026/2/28 15:00,0,0,0,0,0,4.2,0,0,0,5.667811983
2026/2/28 16:00,0,0.696989258,0.536145583,0.982933568,0,0,1.072291165,0,0,8.269920943
2026/2/28 17:00,1.536436566,0,0.576163712,0,1.088309235,0,0,0.576163712,0.768218283,15.56337751
2026/2/28 18:00,0,0,0,0,0,0,0,0,8.16,21.81707589
2026/2/28 19:00,0,0,0,3.6,0,0,0,0,0,23.84095961
2026/2/28 20:00,0,2.4,0,0,0,0,0,1.8,0,23.24725685
2026/2/28 21:00,0,0,0,0,0,0,0,3.793804302,0,23.5766507
2026/2/28 22:00,0.578119417,0.144529854,0,0,0,0,1.01170898,0,0,23.95969579
2026/2/28 23:00,0,0,0.126379285,0.303310283,0,0,0.606620567,0,0,23.50280455
2026/3/1 0:00,0,0,0,0,1.2,0,0,0,0,24.95365587
2026/3/1 1:00,0,0,0,1.28244539,0,0,0,0,0,25.0730058
2026/3/1 2:00,0,0.285089943,0,0,0,0,0,0,0.688967363,27.59633001
2026/3/1 3:00,0,0,1.786549813,0,0,0,0,0,0,32.2910217
2026/3/1 4:00,0,0,0,0,0,0,0,0.313026893,0,35.88011115
2026/3/1 5:00,0,0,0.105555556,0,0.033333333,0.116666667,0.3,0.066666667,0,41.60269658
2026/3/1 6:00,0.131037103,0,0,0,0,0,0,0,0.52414841,54.30358185
2026/3/1 7:00,0,0,0.047737571,0,0,0,0,0.21481907,0,58.5117194
2026/3/1 8:00,0,0,0.088888889,0,0,0,0,0,0,63.47136251
2026/3/1 9:00,0,0,0,0,0,0,0,0,0,67.40605251
2026/3/1 10:00,0,0,0,0,0,0,0,0,0,67.39395068
2026/3/1 11:00,0,0,0,0,0,0,0,0,0,66.09951122
2026/3/1 12:00,0,0,0,0,0,0,0,0,0,64.86280318
2026/3/1 13:00,0,0,0,0,0,0,0,0,0,63.74461518
2026/3/1 14:00,0,0,0,0,0,0,0,0,0,62.20003575
2026/3/1 15:00,0,0,0,0,0,0,0,0,0,61.7997425
2026/3/1 16:00,0,0,0,0,0,0,0,0,0,59.4545186
2026/3/1 17:00,0,0,0,0,0,0,0,0,0,57.5933935
2026/3/1 18:00,0,0,0,0,0,0,0,0,0,55.84365947
2026/3/1 19:00,0,0,0,0,0,0,0,0,0,53.731699
2026/3/1 20:00,0,0,0,0,0,0,0,0,0,51.59347008
2026/3/1 21:00,0,0,0,0,0,0,0,0,0,49.56792149
2026/3/1 22:00,0,0,0,0,0,0,0,0,0,47.64853932
2026/3/1 23:00,0,0,0,0,0,0,0,0,0,45.82919916
2026/3/2 0:00,0,0,0,0,0,0,0,0,0,44.10414236
2026/3/2 1:00,0,0,0,0,0,0,0,0,0,42.46795379
2026/3/2 2:00,0,0,0,0,0,0,0,0,0,40.91554095
2026/3/2 3:00,0,0,0,0,0,0,0,0,0,39.44211435
2026/3/2 4:00,0,0,0,0,0,0,0,0,0,38.04316916
2026/3/2 5:00,0,0,0,0,0,0,0,0,0,36.71446789
2026/3/2 6:00,0,0,0,0,0,0,0,0,0,35.45202427
2026/3/2 7:00,0,0,0,0,0,0,0,0,0,34.25208799
2026/3/2 8:00,0,0,0,0,0,0,0,0,0,33.11113044
2026/3/2 9:00,0,0,0,0,0,0,0,0,0,32.02583134
2026/3/2 10:00,0,0,0,0,0,0,0,0,0,30.99306618
2026/3/2 11:00,0,0,0,0,0,0,0,0,0,30.00989435
2026/3/2 12:00,0,0,0,0,0,0,0,0,0,29.07354814
2026/3/2 13:00,0,0,0,0,0,0,0,0,0,28.18142231
2026/3/2 14:00,0,0,0,0,0,0,0,0,0,27.33106432
2026/3/2 15:00,0,0,0,0,0,0,0,0,0,26.52016516
2026/3/2 16:00,0,0,0,0,0,0,0,0,0,25.74655074
2026/3/2 17:00,0,0,0,0,0,0,0,0,0,25.00817384
2026/3/2 18:00,0,0,0,0,0,0,0,0,0,24.30310646
2026/3/2 19:00,0,0,0,0,0,0,0,0,0,23.62953275
2026/3/2 20:00,0,0,0,0,0,0,0,0,0,22.98574227
2026/3/2 21:00,0,0,0,0,0,0,0,0,0,22.37012371
2026/3/2 22:00,0,0,0,0,0,0,0,0,0,21.78115901
2026/3/2 23:00,0,0,0,0,0,0,0,0,0,21.21741778
2026/3/3 0:00,0,0,0,0,0,0,0,0,0,20.67755209
2026/3/3 1:00,0,0,0,0,0,0,0,0,0,20.1602916
2026/3/3 2:00,0,0,0,0,0,0,0,0,0,19.66443891
2026/3/3 3:00,0,0,0,0,0,0,0,0,0,19.18886529
2026/3/3 4:00,0,0,0,0,0,0,0,0,0,18.73250658
2026/3/3 5:00,0,0,0,0,0,0,0,0,0,18.29435941
2026/3/3 6:00,0,0,0,0,0,0,0,0,0,17.87347755
2026/3/3 7:00,0,0,0,0,0,0,0,0,0,17.46896862
2026/3/3 8:00,0,0,0,0,0,0,0,0,0,17.07999086
2026/3/3 9:00,0,0,0,0,0,0,0,0,0,16.70575016
2026/3/3 10:00,0,0,0,0,0,0,0,0,0,16.34549729
2026/3/3 11:00,0,0,0,0,0,0,0,0,0,15.99852525
2026/3/3 12:00,0,0,0,0,0,0,0,0,0,15.66416679
2026/3/3 13:00,0,0,0,0,0,0,0,0,0,15.3417921
2026/3/3 14:00,0,0,0,0,0,0,0,0,0,15.03080661
2026/3/3 15:00,0,0,0,0,0,0,0,0,0,14.73064892
2026/3/3 16:00,0,0,0,0,0,0,0,0,0,14.44078893
2026/3/3 17:00,0,0,0,0,0,0,0,0,0,14.16072592
2026/3/3 18:00,0,0,0,0,0,0,0,0,0,13.88998694
2026/3/3 19:00,0,0,0,0,0,0,0,0,0,13.62812514
2026/3/3 20:00,0,0,0,0,0,0,0,0,0,13.37471827
2026/3/3 21:00,0,0,0,0,0,0,0,0,0,13.12936728
2026/3/3 22:00,0,0,0,0,0,0,0,0,0,12.89169494
2026/3/3 23:00,0,0,0,0,0,0,0,0,0,12.66134461
2026/3/4 0:00,0,0,0,0,0,0,0,0,0,12.43797907
2026/3/4 1:00,0,0,0,0,0,0,0,0,0,12.22127935
2026/3/4 2:00,0,0,0,0,0,0,0,0,0,12.01094373
2026/3/4 3:00,0,0,0,0,0,0,0,0,0,11.80668675
2026/3/4 4:00,0,0,0,0,0,0,0,0,0,11.60823824
2026/3/4 5:00,0,0,0,0,0,0,0,0,0,11.41534249
2026/3/4 6:00,0,0,0,0,0,0,0,0,0,11.22775742
2026/3/4 7:00,0,0,0,0,0,0,0,0,0,11.04525376
2026/3/4 8:00,0,0,0,0,0,0,0,0,0,10.86761439
2026/3/4 9:00,0,0,0,0,0,0,0,0,0,10.6946336
2026/3/4 10:00,0,0,0,0,0,0,0,0,0,10.52611646
2026/3/4 11:00,0,0,0,0,0,0,0,0,0,10.36187823
2026/3/4 12:00,0,0,0,0,0,0,0,0,0,10.20174374
2026/3/4 13:00,0,0,0,0,0,0,0,0,0,10.04554692
2026/3/4 14:00,0,0,0,0,0,0,0,0,0,9.893130199
2026/3/4 15:00,0,0,0,0,0,0,0,0,0,9.744344123
2026/3/4 16:00,0,0,0,0,0,0,0,0,0,9.599046833
2026/3/4 17:00,0,0,0,0,0,0,0,0,0,9.457103673
2026/3/4 18:00,0,0,0,0,0,0,0,0,0,9.318386779
2026/3/4 19:00,0,0,0,0,0,0,0,0,0,9.182774702
2026/3/4 20:00,0,0,0,0,0,0,0,0,0,9.050152058
2026/3/4 21:00,0,0,0,0,0,0,0,0,0,8.920409187
2026/3/4 22:00,0,0,0,0,0,0,0,0,0,8.793441838
2026/3/4 23:00,0,0,0,0,0,0,0,0,0,8.669150873
2026/3/5 0:00,0,0,0,0,0,0,0,0,0,8.547441988
2026/3/5 1:00,0,0,0,0,0,0,0,0,0,8.428225442
2026/3/5 2:00,0,0,0,0,0,0,0,0,0,8.311415814
2026/3/5 3:00,0,0,0,0,0,0,0,0,0,8.196931767
2026/3/5 4:00,0,0,0,0,0,0,0,0,0,8.084695822
2026/3/5 5:00,0,0,0,0,0,0,0,0,0,7.974634152
2026/3/5 6:00,0,0,0,0,0,0,0,0,0,7.866676387
2026/3/5 7:00,0,0,0,0,0,0,0,0,0,7.760755422
2026/3/5 8:00,0,0,0,0,0,0,0,0,0,7.656807247
2026/3/5 9:00,0,0,0,0,0,0,0,0,0,7.554770778
2026/3/5 10:00,0,0,0,0,0,0,0,0,0,7.454587704
2026/3/5 11:00,0,0,0,0,0,0,0,0,0,7.356202336
2026/3/5 12:00,0,0,0,0,0,0,0,0,0,7.25956147
2026/3/5 13:00,0,0,0,0,0,0,0,0,0,7.164614257
2026/3/5 14:00,0,0,0,0,0,0,0,0,0,7.071312075
2026/3/5 15:00,0,0,0,0,0,0,0,0,0,6.979608416
2026/3/5 16:00,0,0,0,0,0,0,0,0,0,6.889458774
2026/3/5 17:00,0,0,0,0,0,0,0,0,0,6.800820542
2026/3/5 18:00,0,0,0,0,0,0,0,0,0,6.713652911
2026/3/5 19:00,0,0,0,0,0,0,0,0,0,6.627916779
2026/3/5 20:00,0,0,0,0,0,0,0,0,0,6.543574662
2026/3/5 21:00,0,0,0,0,0,0,0,0,0,6.460590613
2026/3/5 22:00,0,0,0,0,0,0,0,0,0,6.378930143
2026/3/5 23:00,0,0,0,0,0,0,0,0,0,6.298560145
2026/3/6 0:00,0,0,0,0,0,0,0,0,0,6.219448827
2026/3/6 1:00,0,0,0,0,0,0,0,0,0,6.141565643
2026/3/6 2:00,0,0,0,0,0,0,0,0,0,6.064881232
2026/3/6 3:00,0,0,0,0,0,0,0,0,0,5.989367361
2026/3/6 4:00,0,0,0,0,0,0,0,0,0,5.914996865
2026/3/6 5:00,0,0,0,0,0,0,0,0,0,5.841743598
2026/3/6 6:00,0,0,0,0,0,0,0,0,0,5.769582381
2026/3/6 7:00,0,0,0,0,0,0,0,0,0,5.698488953
2026/3/6 8:00,0,0,0,0,0,0,0,0,0,5.628439933
2026/3/6 9:00,0,0,0,0,0,0.978352661,0,0.385053149,0,5.55941277
2026/3/6 10:00,0,3,0,0,0,0,0,0,0,5.491385707
2026/3/6 11:00,0,0,1.892234651,1.41371057,0,0.325324401,0.149261395,0,0.702406565,5.424337744
2026/3/6 12:00,0,0,0,0,0,3.6,0,0,0,5.3582486
2026/3/6 13:00,1.334468218,0.826099373,2.278953673,1.525106535,0.571914951,0,1.342394599,0.302659319,0.810212847,5.29309868
2026/3/6 14:00,0,0,0,10.7722655,0,1.076027385,0,0,0,5.228869043
2026/3/6 15:00,0,0,5.075979411,0,3.143356975,0,0,0,0,5.165541372
2026/3/6 16:00,0.777199482,0,0,1.554398964,2.266831824,0,0,0,2.331598447,5.103097943
2026/3/6 17:00,0,0,0,0,0,6.48,0,0,0,5.041521603
2026/3/6 18:00,0,0,0,0,0,0,0,0,5.800000002,4.980795738
2026/3/6 19:00,0,2.127129497,1.519378212,1.337052827,0,0.607751285,0,5.165885922,0,4.920904252
2026/3/6 20:00,0,0,0,0,0,0,0,0,2.4,4.861831543
2026/3/6 21:00,0,0,0,2.1,0,1.2,1.2,0,0,5.023017791
2026/3/6 22:00,6.6,0,0,0,0,0,0,0,0,5.967618649
2026/3/6 23:00,0,0,0,0,2.4,0,0,0,3.6,8.619021858
2026/3/7 0:00,0,0,0,0,0,3.6,0,0,0,11.49744433
2026/3/7 1:00,0.116191581,2.091448462,0.378452579,0.388411857,0.965698501,0.796742271,0,1.145317015,0.079674227,22.41073401
2026/3/7 2:00,0,1.2,0,0,0,0,0,0,0,41.96980738
2026/3/7 3:00,0.937734404,1.623421983,1.082281322,0.541140661,0.746561918,0.316685138,0.234494287,0,0.487026595,55.45837292
2026/3/7 4:00,0,0,0,0,3,2.4,0,0,0,66.06868096
2026/3/7 5:00,0,0.307755285,1.307959959,1.538776423,0,0.923265854,0.923265854,0,2.58514439,75.24215602
2026/3/7 6:00,1.2,0,0,1.2,1.2,1.2,1.2,0,1.2,82.55063114
2026/3/7 7:00,0,0,0,5.999393529,0,0,0.711308323,0,1.786873056,99.80825974
2026/3/7 8:00,0,0,0,0,0,8.111338344,0,0,0,99.41778554
2026/3/7 9:00,0.692907241,2.70553934,0,0,0.569587229,0.498388826,0.640785633,2.70553934,0.177996009,102.6585239
2026/3/7 10:00,0,0,0,0,0,0,0,0,1.8,109.8183228
2026/3/7 11:00,1.639489544,0,1.554072215,0,0,1.639489544,0,0,0,115.74792
2026/3/7 12:00,1.29523552,0,0,0.8095222,0,1.13333108,0,0,0,116.7243868
2026/3/7 13:00,0,0.466666667,0.433333333,0,0,0.183333333,0.233333333,0,0.466666667,121.9801004
2026/3/7 14:00,0,0,0.105106603,0.105106603,0.183936556,0,0.105106603,0,0.105106603,118.1988107
2026/3/7 15:00,0,0,0,0,0.394122009,0,0,0,0.061581564,122.9259676
2026/3/7 16:00,0,0,0.333333333,0,0.7,0,0,1.066666667,0.233333333,126.8065496
2026/3/7 17:00,0.1839678,0,0.12877746,0,0,0,0,0,0.220761361,135.0065394
2026/3/7 18:00,0,0,0,0,0,0,0,0,0,142.3984479
2026/3/7 19:00,0,0,0,0,0,0,0,0,0,152.2100438
2026/3/7 20:00,0,0,0,0,0,0,0,0,0,160.8615544
2026/3/7 21:00,0,0,0,0,0,0,0,0,0,168.8297738
2026/3/7 22:00,0,0,0,0,0,0,0,0,0,164.0257346
2026/3/7 23:00,0,0,0,0,0,0,0,0,0,164.7570526
2026/3/8 0:00,0,0,0,0,0,0,0,0,0,162.5735711
2026/3/8 1:00,0,0,0,0,0,0,0,0,0,157.8252822
2026/3/8 2:00,0,0,0,0,0,0,0,0,0,151.2919251
2026/3/8 3:00,0,0,0,0,0,0,0,0,0,144.8236626
2026/3/8 4:00,0,0,0,0,0,0,0,0,0,141.2894391
2026/3/8 5:00,0,0,0,0,0,0,0,0,0,135.419568
2026/3/8 6:00,0,0,0,0,0,0,0,0,0,129.3111134
2026/3/8 7:00,0,0,0,0,0,0,0,0,0,123.5149877
2026/3/8 8:00,0,0,0,0,0,0,0,0,0,118.0145158
2026/3/8 9:00,0,0,0,0,0,0,0,0,0,112.7939331
2026/3/8 10:00,0,0,0,0,0,0,0,0,0,107.8383349
2026/3/8 11:00,0,0,0,0,0,0,0,0,0,103.1336288
2026/3/8 12:00,0,0,0,0,0,0,0,0,0,98.66648926
2026/3/8 13:00,0,0,0,0,0,0,0,0,0,94.42431537
2026/3/8 14:00,0,0,0,0,0,0,0,0,0,90.39519062
2026/3/8 15:00,0,0,0,0,0,0,0,0,0,86.56784502
2026/3/8 16:00,0,0,0,0,0,0,0,0,0,82.93161942
2026/3/8 17:00,0,0,0,0,0,0,0,0,0,79.47643174
2026/3/8 18:00,0,0,0,0,0,0,0,0,0,76.19274515
2026/3/8 19:00,0,0,0,0,0,0,0,0,0,73.07153808
2026/3/8 20:00,0,0,0,0,0,0,0,0,0,70.10427579
2026/3/8 21:00,0,0,0,0,0,0,0,0,0,67.28288366
2026/3/8 22:00,0,0,0,0,0,0,0,0,0,64.5997219
2026/3/8 23:00,0,0,0,0,0,0,0,0,0,62.04756169
2026/3/9 0:00,0,0,0,0,0,0,0,0,0,59.61956267
2026/3/9 1:00,0,0,0,0,0,0,0,0,0,57.30925165
2026/3/9 2:00,0,0,0,0,0,0,0,0,0,55.11050256
2026/3/9 3:00,0,0,0,0,0,0,0,0,0,53.01751743
2026/3/9 4:00,0,0,0,0,0,0,0,0,0,51.02480856
2026/3/9 5:00,0,0,0,0,0,0,0,0,0,49.1271815
2026/3/9 6:00,0,0,0,0,0,0,0,0,0,47.31971919
